0.756933676,0.231480193,0.971254848,0.430022923,0.355233219,0.603786368,0.90340084,0.060661137,0.132970302,0.589798339
0.1711806,0.23277735,0.818299896,0.072726881,0.221752681,0.021518923,0.010124308,0.429033576,0.253084105,0.027190298
0.931888986,0.567503967,0.080345227,0.140830925,0.93633663,0.156213059,0.643312606,0.009100633,0.92626447,0.641708985
0.067457247,0.973977843,0.75934815,0.526571691,0.885942307,0.326918883,0.145008529,0.389846952,0.625720976,0.571201659
0.794413626,0.680096307,0.347909731,0.344507211,0.988814466,0.177450371,0.790198477,0.645805329,0.716751063,0.932002933
0.402109128,0.714931103,0.822230623,0.36163874,0.032119439,0.807728908,0.828725806,0.220527626,0.625053282,0.249295479
0.608631901,0.28100253,0.7901134,0.410812499,0.65991862,0.316300259,0.598142921,0.830111178,0.401236431,0.894715814
0.81694987,0.796625,0.469339004,0.744596867,0.100539334,0.069709051,0.37414135,0.771692819,0.234586984,0.252395907
0.878071088,0.91158382,0.644326383,0.038677023,0.441013595,0.916882763,0.263529363,0.745387809,0.233118124,0.998628302
0.398829311,0.305171758,0.105810425,0.924605796,0.922555885,0.121271737,0.923128969,0.732402643,0.962026798,0.979542619
